id,method,dataset,paramters,accuracy,time
79,PW,SSL4,beta=5.0:k=10,0.521875,1.6761226654052734
80,SVM,SSL4,C=0.1,0.50625,0.006525993347167969
81,SVM,SSL4,C=1.0,0.553125,0.005806684494018555
82,SVM,SSL4,C=3.0,0.5875,0.0055942535400390625
83,1NN,SSL4,NA,0.515625,0.006503105163574219
84,RFC,SSL4,NA,0.578125,0.08571028709411621
85,Ensemblewatershed,SSL4,num_features=20,0.49375,10.176731824874878
86,Ensemblewatershed,SSL4,num_features=30,0.490625,10.331310272216797
87,Ensemblewatershed,SSL4,num_features=50,0.503125,10.479190349578857
88,watershed,SSL5,NA,0.5366666666666666,0.5107944011688232
89,IFT-SUM,SSL5,NA,0.6175,0.15381431579589844
90,RW,SSL5,beta=1.0,0.7383333333333333,0.018254756927490234
91,RW,SSL5,beta=3.0,0.7383333333333333,0.017505168914794922
92,RW,SSL5,beta=5.0,0.7383333333333333,0.017754554748535156
93,PW,SSL5,beta=1.0:k=3,0.7383333333333333,2.926710605621338
94,PW,SSL5,beta=1.0:k=5,0.7383333333333333,4.4018332958221436
95,PW,SSL5,beta=1.0:k=10,0.7383333333333333,7.954269886016846
96,PW,SSL5,beta=3.0:k=3,0.7383333333333333,2.777651309967041
97,PW,SSL5,beta=3.0:k=5,0.7383333333333333,4.276335716247559
98,PW,SSL5,beta=3.0:k=10,0.7383333333333333,7.826033115386963
99,PW,SSL5,beta=5.0:k=3,0.7383333333333333,2.913151264190674
100,PW,SSL5,beta=5.0:k=5,0.7383333333333333,4.153073787689209
101,PW,SSL5,beta=5.0:k=10,0.7383333333333333,8.176393508911133
102,SVM,SSL5,C=0.1,0.8325,0.14776992797851562
103,SVM,SSL5,C=1.0,0.8375,0.14367127418518066
104,SVM,SSL5,C=3.0,0.8258333333333333,0.14154696464538574
105,1NN,SSL5,NA,0.6183333333333333,0.15157532691955566
106,RFC,SSL5,NA,0.7358333333333333,0.2075061798095703
107,Ensemblewatershed,SSL5,num_features=20,0.6525,53.62949872016907
108,Ensemblewatershed,SSL5,num_features=30,0.6616666666666666,54.22470164299011
109,Ensemblewatershed,SSL5,num_features=50,0.6616666666666666,55.56675910949707
110,watershed,SSL6,NA,0.95,0.5281317234039307
111,IFT-SUM,SSL6,NA,0.9008333333333334,0.1588733196258545
112,RW,SSL6,beta=1.0,0.795,0.05886673927307129
113,RW,SSL6,beta=3.0,0.8916666666666667,0.6994116306304932
114,RW,SSL6,beta=5.0,0.9133333333333333,0.8956389427185059
115,PW,SSL6,beta=1.0:k=3,0.9133333333333333,7.771517753601074
116,PW,SSL6,beta=1.0:k=5,0.9133333333333333,11.891059398651123
117,PW,SSL6,beta=1.0:k=10,0.9133333333333333,21.201319694519043
118,PW,SSL6,beta=3.0:k=3,0.9133333333333333,7.929461240768433
119,PW,SSL6,beta=3.0:k=5,0.9133333333333333,12.199006080627441
120,PW,SSL6,beta=3.0:k=10,0.9133333333333333,21.23706340789795
121,PW,SSL6,beta=5.0:k=3,0.9133333333333333,7.79410982131958
122,PW,SSL6,beta=5.0:k=5,0.9133333333333333,11.941494703292847
123,PW,SSL6,beta=5.0:k=10,0.9133333333333333,23.099320650100708
124,SVM,SSL6,C=0.1,0.18083333333333335,0.1598377227783203
125,SVM,SSL6,C=1.0,0.19333333333333333,0.1580343246459961
126,SVM,SSL6,C=3.0,0.21083333333333334,0.1581578254699707
127,1NN,SSL6,NA,0.9008333333333334,0.1160585880279541
128,RFC,SSL6,NA,0.9108333333333334,0.21651339530944824
129,Ensemblewatershed,SSL6,num_features=20,0.9375,52.23058795928955
130,Ensemblewatershed,SSL6,num_features=30,0.9375,53.75235366821289
131,Ensemblewatershed,SSL6,num_features=50,0.9466666666666667,56.83827543258667
132,watershed,SSL7,NA,0.5470441298917569,0.5036334991455078
133,IFT-SUM,SSL7,NA,0.6069941715237303,0.14963126182556152
134,RW,SSL7,beta=1.0,0.7060782681099084,0.017258167266845703
135,RW,SSL7,beta=3.0,0.7060782681099084,0.016963481903076172
136,RW,SSL7,beta=5.0,0.7060782681099084,0.017467498779296875
137,PW,SSL7,beta=1.0:k=3,0.7060782681099084,2.712498426437378
138,PW,SSL7,beta=1.0:k=5,0.7060782681099084,4.46853494644165
139,PW,SSL7,beta=1.0:k=10,0.7060782681099084,7.969658136367798
140,PW,SSL7,beta=3.0:k=3,0.7060782681099084,2.6888551712036133
141,PW,SSL7,beta=3.0:k=5,0.7060782681099084,4.311502933502197
142,PW,SSL7,beta=3.0:k=10,0.7060782681099084,9.10104513168335
143,PW,SSL7,beta=5.0:k=3,0.7060782681099084,2.9061460494995117
144,PW,SSL7,beta=5.0:k=5,0.7060782681099084,4.3402581214904785
145,PW,SSL7,beta=5.0:k=10,0.7060782681099084,7.677696228027344
146,SVM,SSL7,C=0.1,0.5012489592006661,0.14754700660705566
147,SVM,SSL7,C=1.0,0.8201498751040799,0.14651703834533691
148,SVM,SSL7,C=3.0,0.8243130724396336,0.14534497261047363
149,1NN,SSL7,NA,0.6069941715237303,0.15019989013671875
150,RFC,SSL7,NA,0.6894254787676936,0.21233057975769043
151,Ensemblewatershed,SSL7,num_features=20,0.6144879267277269,52.50720524787903
152,Ensemblewatershed,SSL7,num_features=30,0.6969192339716903,52.82608222961426
153,Ensemblewatershed,SSL7,num_features=50,0.675270607826811,54.44235396385193
