id,method,dataset,paramters,accuracy,time
0,watershed,SSL1,NA,0.9833472106577852,0.2857813835144043
42,watershed,SSL2,NA,0.9616666666666667,0.3174476623535156
84,watershed,SSL3,NA,0.9958333333333333,0.8425352573394775
126,watershed,SSL4,NA,0.53125,0.07892394065856934
168,watershed,SSL5,NA,0.5466666666666666,0.39488983154296875
210,watershed,SSL6,NA,0.96,0.4075431823730469
252,watershed,SSL7,NA,0.5587010824313072,0.3811066150665283
294,watershed,SSL1,NA,0.9750208159866778,0.2801785469055176
336,watershed,SSL2,NA,0.9708333333333333,0.3069570064544678
378,watershed,SSL3,NA,1.0,0.8703083992004395
420,watershed,SSL4,NA,0.521875,0.07822227478027344
462,watershed,SSL5,NA,0.5133333333333333,0.415008544921875
504,watershed,SSL6,NA,0.9516666666666667,0.4058654308319092
546,watershed,SSL7,NA,0.4995836802664446,0.39414143562316895
588,watershed,SSL1,NA,0.9567027477102414,0.27872729301452637
630,watershed,SSL2,NA,0.9525,0.3173818588256836
672,watershed,SSL3,NA,1.0,0.859555721282959
714,watershed,SSL4,NA,0.559375,0.07713198661804199
756,watershed,SSL5,NA,0.5408333333333334,0.39107632637023926
798,watershed,SSL6,NA,0.9633333333333334,0.5544190406799316
840,watershed,SSL7,NA,0.537052456286428,0.3712153434753418
882,watershed,SSL1,NA,0.9650291423813488,0.27907419204711914
924,watershed,SSL2,NA,0.965,0.3132302761077881
966,watershed,SSL3,NA,0.995,0.8633308410644531
1008,watershed,SSL4,NA,0.528125,0.07638359069824219
1050,watershed,SSL5,NA,0.5625,0.3789670467376709
1092,watershed,SSL6,NA,0.95,0.40667104721069336
1134,watershed,SSL7,NA,0.5362198168193172,0.3697926998138428
1176,watershed,SSL1,NA,0.9558701082431307,0.27907800674438477
1218,watershed,SSL2,NA,0.9425,0.3165721893310547
1260,watershed,SSL3,NA,1.0,0.8506419658660889
1302,watershed,SSL4,NA,0.515625,0.07642698287963867
1344,watershed,SSL5,NA,0.555,0.37958693504333496
1386,watershed,SSL6,NA,0.9616666666666667,0.4091072082519531
1428,watershed,SSL7,NA,0.5611990008326395,0.3774244785308838
1470,watershed,SSL1,NA,0.9766860949208993,0.2801167964935303
1512,watershed,SSL2,NA,0.9533333333333334,0.31443071365356445
1554,watershed,SSL3,NA,1.0,0.8505904674530029
1596,watershed,SSL4,NA,0.459375,0.07953619956970215
1638,watershed,SSL5,NA,0.52,0.3968465328216553
1680,watershed,SSL6,NA,0.9658333333333333,0.4019014835357666
1722,watershed,SSL7,NA,0.5470441298917569,0.383054256439209
1764,watershed,SSL1,NA,0.95503746877602,0.2850186824798584
1806,watershed,SSL2,NA,0.9425,0.309828519821167
1848,watershed,SSL3,NA,0.995,0.8705854415893555
1890,watershed,SSL4,NA,0.490625,0.07845234870910645
1932,watershed,SSL5,NA,0.5516666666666666,0.384152889251709
1974,watershed,SSL6,NA,0.9666666666666667,0.41429734230041504
2016,watershed,SSL7,NA,0.5137385512073273,0.3859405517578125
2058,watershed,SSL1,NA,0.9691923397169026,0.2870790958404541
2100,watershed,SSL2,NA,0.9533333333333334,0.3037388324737549
2142,watershed,SSL3,NA,0.9966666666666667,0.8623671531677246
2184,watershed,SSL4,NA,0.546875,0.07931780815124512
2226,watershed,SSL5,NA,0.5466666666666666,0.40279388427734375
2268,watershed,SSL6,NA,0.96,0.40396833419799805
2310,watershed,SSL7,NA,0.5387177352206495,0.37967348098754883
2352,watershed,SSL1,NA,0.958368026644463,0.277601957321167
2394,watershed,SSL2,NA,0.9625,0.3118276596069336
2436,watershed,SSL3,NA,0.995,0.8472757339477539
2478,watershed,SSL4,NA,0.4875,0.07862329483032227
2520,watershed,SSL5,NA,0.5566666666666666,0.40417933464050293
2562,watershed,SSL6,NA,0.95,0.4092092514038086
2604,watershed,SSL7,NA,0.5503746877601998,0.3863258361816406
2646,watershed,SSL1,NA,0.9575353871773522,0.2719235420227051
2688,watershed,SSL2,NA,0.9675,0.3164079189300537
2730,watershed,SSL3,NA,1.0,0.8407638072967529
2772,watershed,SSL4,NA,0.490625,0.0783243179321289
2814,watershed,SSL5,NA,0.5741666666666667,0.40752196311950684
2856,watershed,SSL6,NA,0.96,0.4091949462890625
2898,watershed,SSL7,NA,0.5395503746877602,0.394087553024292
2940,watershed,SSL1,NA,0.9616985845129059,0.2805032730102539
2982,watershed,SSL2,NA,0.9616666666666667,0.3102436065673828
3024,watershed,SSL3,NA,0.9966666666666667,0.8513877391815186
3066,watershed,SSL4,NA,0.4875,0.0775918960571289
3108,watershed,SSL5,NA,0.5625,0.4740583896636963
3150,watershed,SSL6,NA,0.9625,0.4135277271270752
3192,watershed,SSL7,NA,0.5670274771024146,0.383514404296875
3234,watershed,SSL1,NA,0.95503746877602,0.2787001132965088
3276,watershed,SSL2,NA,0.9483333333333334,0.3165161609649658
3318,watershed,SSL3,NA,1.0,0.8526079654693604
3360,watershed,SSL4,NA,0.5125,0.07658958435058594
3402,watershed,SSL5,NA,0.5591666666666667,0.40228271484375
3444,watershed,SSL6,NA,0.9683333333333334,0.40163516998291016
3486,watershed,SSL7,NA,0.5453788509575354,0.37722158432006836
3528,watershed,SSL1,NA,0.9716902581182348,0.27338290214538574
3570,watershed,SSL2,NA,0.9658333333333333,0.31735706329345703
3612,watershed,SSL3,NA,1.0,0.862022876739502
3654,watershed,SSL4,NA,0.575,0.07669854164123535
3696,watershed,SSL5,NA,0.5733333333333334,0.4007894992828369
3738,watershed,SSL6,NA,0.965,0.3940253257751465
3780,watershed,SSL7,NA,0.5478767693588676,0.35936498641967773
3822,watershed,SSL1,NA,0.9608659450457951,0.2826814651489258
3864,watershed,SSL2,NA,0.9658333333333333,0.30504465103149414
3906,watershed,SSL3,NA,1.0,0.8379361629486084
3948,watershed,SSL4,NA,0.525,0.0773918628692627
3990,watershed,SSL5,NA,0.5575,0.3713397979736328
4032,watershed,SSL6,NA,0.9625,0.554563045501709
4074,watershed,SSL7,NA,0.5611990008326395,0.38446545600891113
4116,watershed,SSL1,NA,0.9766860949208993,0.27315664291381836
4158,watershed,SSL2,NA,0.965,0.30994248390197754
