id,method,dataset,paramters,accuracy,time
0,watershed,SSL1,NA,0.9725228975853455,0.256394624710083
1,IFT-SUM,SSL1,NA,0.9750208159866778,0.09344482421875
2,RW,SSL1,beta=1.0,0.9875104079933389,0.011711597442626953
3,RW,SSL1,beta=3.0,0.9858451290591174,0.009393930435180664
4,RW,SSL1,beta=5.0,0.9858451290591174,0.009028434753417969
5,PW,SSL1,beta=1.0:k=1,0.9850124895920067,0.9747984409332275
6,PW,SSL1,beta=1.0:k=3,0.9492089925062448,1.3321969509124756
7,PW,SSL1,beta=1.0:k=5,0.9200666111573689,1.7677228450775146
8,PW,SSL1,beta=1.0:k=10,0.8742714404662781,2.4995031356811523
9,PW,SSL1,beta=3.0:k=1,0.9850124895920067,0.9632925987243652
10,PW,SSL1,beta=3.0:k=3,0.9458784346378019,1.3345246315002441
11,PW,SSL1,beta=3.0:k=5,0.9242298084929226,1.6091265678405762
12,PW,SSL1,beta=3.0:k=10,0.8751040799333888,2.2150049209594727
13,PW,SSL1,beta=5.0:k=1,0.9850124895920067,0.9675939083099365
14,PW,SSL1,beta=5.0:k=3,0.9467110741049126,1.457923173904419
15,PW,SSL1,beta=5.0:k=5,0.922564529558701,1.571174144744873
16,PW,SSL1,beta=5.0:k=10,0.8784346378018318,2.283888816833496
17,SVM,SSL1,C=0.1,0.5104079933388843,0.14068841934204102
18,SVM,SSL1,C=1.0,0.925895087427144,0.13348698616027832
19,SVM,SSL1,C=3.0,0.9342214820982515,0.10306167602539062
20,1NN,SSL1,NA,0.9750208159866778,0.15755105018615723
21,RFC,SSL1,max_depth=3,0.9275603663613655,0.14516854286193848
22,RFC,SSL1,max_depth=4,0.9350541215653622,0.16019487380981445
23,RFC,SSL1,max_depth=5,0.9450457951706911,0.1716320514678955
24,RFC,SSL1,max_depth=6,0.9467110741049126,0.17959094047546387
25,RFC,SSL1,max_depth=7,0.9500416319733556,0.18365883827209473
26,RFC,SSL1,max_depth=8,0.9600333055786844,0.19055604934692383
27,RFC,SSL1,max_depth=9,0.9467110741049126,0.19132399559020996
28,RFC,SSL1,max_depth=10,0.9525395503746877,0.19321417808532715
29,RFC,SSL1,max_depth=11,0.9575353871773522,0.1953718662261963
30,RFC,SSL1,max_depth=12,0.9450457951706911,0.1932830810546875
31,RFC,SSL1,max_depth=13,0.9592006661115737,0.19469714164733887
32,RFC,SSL1,max_depth=14,0.951706910907577,0.1959991455078125
33,RFC,SSL1,max_depth=15,0.9608659450457951,0.19361019134521484
34,RFC,SSL1,max_depth=16,0.9542048293089093,0.19504690170288086
35,RFC,SSL1,max_depth=17,0.9492089925062448,0.19566774368286133
36,RFC,SSL1,max_depth=18,0.9508742714404663,0.2051548957824707
37,RFC,SSL1,max_depth=19,0.9533721898417985,0.1959068775177002
38,RFC,SSL1,max_depth=20,0.95503746877602,0.19670915603637695
39,Ensemblewatershed,SSL1,num_features=20,0.9833472106577852,26.273715257644653
40,Ensemblewatershed,SSL1,num_features=30,0.9791840133222315,26.555426120758057
41,Ensemblewatershed,SSL1,num_features=50,0.9900083263946711,26.844308137893677
42,watershed,SSL2,NA,0.9575,0.2877514362335205
43,IFT-SUM,SSL2,NA,0.9516666666666667,0.10127449035644531
44,RW,SSL2,beta=1.0,0.9125,0.020666837692260742
45,RW,SSL2,beta=3.0,0.925,0.0738973617553711
46,RW,SSL2,beta=5.0,0.9016666666666666,0.025592565536499023
47,PW,SSL2,beta=1.0:k=1,0.9033333333333333,1.0802037715911865
48,PW,SSL2,beta=1.0:k=3,0.8441666666666666,1.9526655673980713
49,PW,SSL2,beta=1.0:k=5,0.7575,2.7249767780303955
50,PW,SSL2,beta=1.0:k=10,0.6883333333333334,3.9933648109436035
51,PW,SSL2,beta=3.0:k=1,0.9033333333333333,1.1233270168304443
52,PW,SSL2,beta=3.0:k=3,0.8483333333333334,2.0498483180999756
53,PW,SSL2,beta=3.0:k=5,0.7591666666666667,2.622908115386963
54,PW,SSL2,beta=3.0:k=10,0.6966666666666667,3.6393659114837646
55,PW,SSL2,beta=5.0:k=1,0.9033333333333333,1.0397017002105713
56,PW,SSL2,beta=5.0:k=3,0.8466666666666667,2.026128053665161
57,PW,SSL2,beta=5.0:k=5,0.7566666666666667,2.647127389907837
58,PW,SSL2,beta=5.0:k=10,0.6858333333333333,4.050792217254639
59,SVM,SSL2,C=0.1,0.8,0.06690144538879395
60,SVM,SSL2,C=1.0,0.855,0.064605712890625
61,SVM,SSL2,C=3.0,0.9075,0.06152176856994629
62,1NN,SSL2,NA,0.9525,0.15854954719543457
63,RFC,SSL2,max_depth=3,0.835,0.14684176445007324
64,RFC,SSL2,max_depth=4,0.85,0.16376423835754395
65,RFC,SSL2,max_depth=5,0.8641666666666666,0.1756749153137207
66,RFC,SSL2,max_depth=6,0.875,0.18584370613098145
67,RFC,SSL2,max_depth=7,0.8791666666666667,0.18863916397094727
68,RFC,SSL2,max_depth=8,0.8766666666666667,0.19664931297302246
69,RFC,SSL2,max_depth=9,0.8891666666666667,0.1986219882965088
70,RFC,SSL2,max_depth=10,0.8675,0.20720958709716797
71,RFC,SSL2,max_depth=11,0.8808333333333334,0.20809698104858398
72,RFC,SSL2,max_depth=12,0.8808333333333334,0.20611143112182617
73,RFC,SSL2,max_depth=13,0.8858333333333334,0.199965238571167
74,RFC,SSL2,max_depth=14,0.88,0.20095539093017578
75,RFC,SSL2,max_depth=15,0.875,0.20638489723205566
76,RFC,SSL2,max_depth=16,0.8833333333333333,0.20409393310546875
77,RFC,SSL2,max_depth=17,0.8925,0.20316576957702637
78,RFC,SSL2,max_depth=18,0.8808333333333334,0.19737458229064941
79,RFC,SSL2,max_depth=19,0.8816666666666667,0.20581984519958496
80,RFC,SSL2,max_depth=20,0.8808333333333334,0.20064997673034668
81,Ensemblewatershed,SSL2,num_features=20,0.9133333333333333,29.869959831237793
82,Ensemblewatershed,SSL2,num_features=30,0.9291666666666667,29.757559776306152
83,Ensemblewatershed,SSL2,num_features=50,0.9325,29.99143671989441
84,watershed,SSL3,NA,0.995,0.8007564544677734
85,IFT-SUM,SSL3,NA,0.9491666666666667,0.21853089332580566
86,RW,SSL3,beta=1.0,0.8225,0.02888655662536621
