id,method,dataset,paramters,accuracy,time
0,watershed,SSL1,NA,0.9592006661115737,0.2565600872039795
1,IFT-SUM,SSL1,NA,0.9700249791840133,0.0915212631225586
2,RW,SSL1,beta=1.0,0.9800166527893422,0.011678218841552734
3,RW,SSL1,beta=3.0,0.984179850124896,0.00901174545288086
4,RW,SSL1,beta=5.0,0.984179850124896,0.008864879608154297
5,PW,SSL1,beta=1.0:k=1,0.9833472106577852,0.9742410182952881
6,PW,SSL1,beta=1.0:k=3,0.9458784346378019,1.345670461654663
7,PW,SSL1,beta=1.0:k=5,0.9125728559533722,1.8806838989257812
8,PW,SSL1,beta=1.0:k=10,0.884263114071607,2.335007905960083
9,PW,SSL1,beta=3.0:k=1,0.9833472106577852,0.9678909778594971
10,PW,SSL1,beta=3.0:k=3,0.9458784346378019,1.4306421279907227
11,PW,SSL1,beta=3.0:k=5,0.9125728559533722,1.7951056957244873
12,PW,SSL1,beta=3.0:k=10,0.8850957535387177,2.788546562194824
13,PW,SSL1,beta=5.0:k=1,0.9833472106577852,0.9444479942321777
14,PW,SSL1,beta=5.0:k=3,0.9467110741049126,1.3939380645751953
15,PW,SSL1,beta=5.0:k=5,0.9117402164862615,1.944244146347046
16,PW,SSL1,beta=5.0:k=10,0.884263114071607,2.5650153160095215
17,SVM,SSL1,C=0.1,0.5104079933388843,0.14208364486694336
18,SVM,SSL1,C=1.0,0.9009159034138218,0.1375119686126709
19,SVM,SSL1,C=3.0,0.9417152373022482,0.10235118865966797
20,1NN,SSL1,NA,0.9691923397169026,0.15674829483032227
21,RFC,SSL1,max_depth=3,0.9417152373022482,0.14601850509643555
22,RFC,SSL1,max_depth=4,0.9558701082431307,0.1610414981842041
23,RFC,SSL1,max_depth=5,0.9525395503746877,0.1701362133026123
24,RFC,SSL1,max_depth=6,0.9625312239800167,0.18130874633789062
25,RFC,SSL1,max_depth=7,0.9600333055786844,0.18491101264953613
26,RFC,SSL1,max_depth=8,0.9558701082431307,0.18991875648498535
27,RFC,SSL1,max_depth=9,0.9625312239800167,0.1900463104248047
28,RFC,SSL1,max_depth=10,0.9616985845129059,0.1936802864074707
29,RFC,SSL1,max_depth=11,0.9633638634471274,0.1954498291015625
30,RFC,SSL1,max_depth=12,0.9625312239800167,0.19765901565551758
31,RFC,SSL1,max_depth=13,0.9575353871773522,0.19542193412780762
32,RFC,SSL1,max_depth=14,0.9600333055786844,0.1955571174621582
33,RFC,SSL1,max_depth=15,0.9608659450457951,0.19043946266174316
34,RFC,SSL1,max_depth=16,0.9592006661115737,0.19626283645629883
35,RFC,SSL1,max_depth=17,0.9616985845129059,0.20549583435058594
36,RFC,SSL1,max_depth=18,0.9608659450457951,0.19690299034118652
37,RFC,SSL1,max_depth=19,0.9575353871773522,0.19791054725646973
38,RFC,SSL1,max_depth=20,0.9608659450457951,0.19573450088500977
39,Ensemblewatershed,SSL1,num_features=20,0.9800166527893422,26.286378622055054
40,Ensemblewatershed,SSL1,num_features=30,0.9800166527893422,26.58647632598877
41,Ensemblewatershed,SSL1,num_features=50,0.9733555370524563,26.97614312171936
42,watershed,SSL2,NA,0.9383333333333334,0.2887606620788574
43,IFT-SUM,SSL2,NA,0.9466666666666667,0.10162854194641113
44,RW,SSL2,beta=1.0,0.8808333333333334,0.020427465438842773
45,RW,SSL2,beta=3.0,0.8866666666666667,0.07517600059509277
46,RW,SSL2,beta=5.0,0.8783333333333333,0.02627420425415039
47,PW,SSL2,beta=1.0:k=1,0.885,1.0824038982391357
48,PW,SSL2,beta=1.0:k=3,0.8475,1.983816385269165
49,PW,SSL2,beta=1.0:k=5,0.8033333333333333,2.612379550933838
50,PW,SSL2,beta=1.0:k=10,0.76,4.192461729049683
51,PW,SSL2,beta=3.0:k=1,0.885,1.0875837802886963
52,PW,SSL2,beta=3.0:k=3,0.8475,1.9445395469665527
53,PW,SSL2,beta=3.0:k=5,0.7941666666666667,2.635993719100952
54,PW,SSL2,beta=3.0:k=10,0.7583333333333333,4.031037092208862
55,PW,SSL2,beta=5.0:k=1,0.885,1.127640724182129
56,PW,SSL2,beta=5.0:k=3,0.8483333333333334,2.0083909034729004
57,PW,SSL2,beta=5.0:k=5,0.7933333333333333,2.6017723083496094
58,PW,SSL2,beta=5.0:k=10,0.7608333333333334,3.9044320583343506
59,SVM,SSL2,C=0.1,0.8,0.06803679466247559
60,SVM,SSL2,C=1.0,0.86,0.06459355354309082
61,SVM,SSL2,C=3.0,0.8933333333333333,0.05875229835510254
62,1NN,SSL2,NA,0.9466666666666667,0.1578998565673828
63,RFC,SSL2,max_depth=3,0.855,0.1492002010345459
64,RFC,SSL2,max_depth=4,0.8641666666666666,0.16424155235290527
65,RFC,SSL2,max_depth=5,0.8741666666666666,0.17627930641174316
66,RFC,SSL2,max_depth=6,0.8733333333333333,0.18844842910766602
67,RFC,SSL2,max_depth=7,0.8758333333333334,0.19582819938659668
68,RFC,SSL2,max_depth=8,0.8766666666666667,0.2083902359008789
69,RFC,SSL2,max_depth=9,0.88,0.2139599323272705
70,RFC,SSL2,max_depth=10,0.8808333333333334,0.20975494384765625
71,RFC,SSL2,max_depth=11,0.8808333333333334,0.21567773818969727
72,RFC,SSL2,max_depth=12,0.8791666666666667,0.21949028968811035
73,RFC,SSL2,max_depth=13,0.88,0.2142322063446045
74,RFC,SSL2,max_depth=14,0.8766666666666667,0.21933507919311523
75,RFC,SSL2,max_depth=15,0.8833333333333333,0.21515703201293945
76,RFC,SSL2,max_depth=16,0.8825,0.21643877029418945
77,RFC,SSL2,max_depth=17,0.8825,0.21598410606384277
78,RFC,SSL2,max_depth=18,0.8841666666666667,0.21328353881835938
79,RFC,SSL2,max_depth=19,0.88,0.21549749374389648
80,RFC,SSL2,max_depth=20,0.8825,0.21072769165039062
81,Ensemblewatershed,SSL2,num_features=20,0.895,29.939974069595337
82,Ensemblewatershed,SSL2,num_features=30,0.8833333333333333,30.004315853118896
83,Ensemblewatershed,SSL2,num_features=50,0.89,30.21711564064026
84,watershed,SSL3,NA,1.0,0.7945899963378906
85,IFT-SUM,SSL3,NA,0.9691666666666666,0.2207324504852295
86,RW,SSL3,beta=1.0,0.7825,0.028263568878173828
87,RW,SSL3,beta=3.0,0.9116666666666666,0.19109702110290527
88,RW,SSL3,beta=5.0,0.9591666666666666,0.42076587677001953
89,PW,SSL3,beta=1.0:k=1,0.6775,2.7759039402008057
90,PW,SSL3,beta=1.0:k=3,0.5616666666666666,4.5575783252716064
91,PW,SSL3,beta=1.0:k=5,0.48583333333333334,6.3201329708099365
92,PW,SSL3,beta=1.0:k=10,0.4533333333333333,10.530253887176514
93,PW,SSL3,beta=3.0:k=1,0.6775,2.7875473499298096
94,PW,SSL3,beta=3.0:k=3,0.5641666666666667,4.5432562828063965
95,PW,SSL3,beta=3.0:k=5,0.48333333333333334,6.567464590072632
96,PW,SSL3,beta=3.0:k=10,0.4575,11.166567325592041
97,PW,SSL3,beta=5.0:k=1,0.6775,2.775646209716797
98,PW,SSL3,beta=5.0:k=3,0.5608333333333333,4.621805429458618
99,PW,SSL3,beta=5.0:k=5,0.48833333333333334,6.607155799865723
100,PW,SSL3,beta=5.0:k=10,0.44916666666666666,10.181069612503052
101,SVM,SSL3,C=0.1,0.5508333333333333,0.13934636116027832
102,SVM,SSL3,C=1.0,0.5625,0.13921380043029785
103,SVM,SSL3,C=3.0,0.57,0.13897371292114258
104,1NN,SSL3,NA,0.9691666666666666,0.1043083667755127
105,RFC,SSL3,max_depth=3,0.87,0.14722132682800293
106,RFC,SSL3,max_depth=4,0.8908333333333334,0.16182971000671387
107,RFC,SSL3,max_depth=5,0.92,0.17273926734924316
108,RFC,SSL3,max_depth=6,0.93,0.1823890209197998
109,RFC,SSL3,max_depth=7,0.9308333333333333,0.18651914596557617
110,RFC,SSL3,max_depth=8,0.9216666666666666,0.1899111270904541
111,RFC,SSL3,max_depth=9,0.9258333333333333,0.18984770774841309
112,RFC,SSL3,max_depth=10,0.9291666666666667,0.19221830368041992
113,RFC,SSL3,max_depth=11,0.94,0.1910712718963623
114,RFC,SSL3,max_depth=12,0.9275,0.1917433738708496
115,RFC,SSL3,max_depth=13,0.9283333333333333,0.18967890739440918
116,RFC,SSL3,max_depth=14,0.9208333333333333,0.19345855712890625
117,RFC,SSL3,max_depth=15,0.9241666666666667,0.1911923885345459
118,RFC,SSL3,max_depth=16,0.9241666666666667,0.19363999366760254
119,RFC,SSL3,max_depth=17,0.9308333333333333,0.19419217109680176
120,RFC,SSL3,max_depth=18,0.935,0.19460391998291016
121,RFC,SSL3,max_depth=19,0.9283333333333333,0.19086027145385742
122,RFC,SSL3,max_depth=20,0.9233333333333333,0.19298505783081055
123,Ensemblewatershed,SSL3,num_features=20,0.9883333333333333,80.56774711608887
124,Ensemblewatershed,SSL3,num_features=30,0.9975,81.83601641654968
125,Ensemblewatershed,SSL3,num_features=50,1.0,83.83494758605957
126,watershed,SSL4,NA,0.5375,0.07477521896362305
127,IFT-SUM,SSL4,NA,0.553125,0.027143001556396484
