id,method,dataset,paramters,accuracy,time
0,watershed,SSL1,NA,0.9641965029142381,0.27084779739379883
1,IFT-SUM,SSL1,NA,0.9766860949208993,0.09212374687194824
2,RW,SSL1,beta=1.0,0.9733555370524563,0.011576652526855469
3,RW,SSL1,beta=3.0,0.9783513738551207,0.009114742279052734
4,RW,SSL1,beta=5.0,0.9783513738551207,0.009162425994873047
5,PW,SSL1,beta=1.0:k=1,0.9791840133222315,0.9746050834655762
6,PW,SSL1,beta=1.0:k=3,0.9492089925062448,1.4435946941375732
7,PW,SSL1,beta=1.0:k=5,0.93255620316403,1.6792824268341064
8,PW,SSL1,beta=1.0:k=10,0.8884263114071607,2.275205612182617
9,PW,SSL1,beta=3.0:k=1,0.9791840133222315,0.9739468097686768
10,PW,SSL1,beta=3.0:k=3,0.9475437135720233,1.4054546356201172
11,PW,SSL1,beta=3.0:k=5,0.9283930058284763,1.654052972793579
12,PW,SSL1,beta=3.0:k=10,0.8784346378018318,2.5541129112243652
13,PW,SSL1,beta=5.0:k=1,0.9791840133222315,0.9291458129882812
14,PW,SSL1,beta=5.0:k=3,0.9492089925062448,1.4993085861206055
15,PW,SSL1,beta=5.0:k=5,0.9308909242298085,1.6416511535644531
16,PW,SSL1,beta=5.0:k=10,0.8834304746044963,2.3099868297576904
17,SVM,SSL1,C=0.1,0.5104079933388843,0.14172816276550293
18,SVM,SSL1,C=1.0,0.922564529558701,0.13657736778259277
19,SVM,SSL1,C=3.0,0.9392173189009159,0.1078944206237793
20,1NN,SSL1,NA,0.9766860949208993,0.16580581665039062
21,RFC,SSL1,max_depth=3,0.9542048293089093,0.14664125442504883
22,RFC,SSL1,max_depth=4,0.9458784346378019,0.16095232963562012
23,RFC,SSL1,max_depth=5,0.9567027477102414,0.17122602462768555
24,RFC,SSL1,max_depth=6,0.9608659450457951,0.18104100227355957
25,RFC,SSL1,max_depth=7,0.9608659450457951,0.1888716220855713
26,RFC,SSL1,max_depth=8,0.9633638634471274,0.1926882266998291
27,RFC,SSL1,max_depth=9,0.9658617818484596,0.1946580410003662
28,RFC,SSL1,max_depth=10,0.9625312239800167,0.19817185401916504
29,RFC,SSL1,max_depth=11,0.9658617818484596,0.19449305534362793
30,RFC,SSL1,max_depth=12,0.958368026644463,0.19808650016784668
31,RFC,SSL1,max_depth=13,0.9616985845129059,0.19718074798583984
32,RFC,SSL1,max_depth=14,0.9625312239800167,0.19915986061096191
33,RFC,SSL1,max_depth=15,0.9633638634471274,0.1945788860321045
34,RFC,SSL1,max_depth=16,0.9683597002497918,0.1978752613067627
35,RFC,SSL1,max_depth=17,0.9592006661115737,0.19451689720153809
36,RFC,SSL1,max_depth=18,0.9508742714404663,0.19667887687683105
37,RFC,SSL1,max_depth=19,0.9592006661115737,0.19494271278381348
38,RFC,SSL1,max_depth=20,0.951706910907577,0.19887876510620117
39,Ensemblewatershed,SSL1,num_features=20,0.9758534554537885,26.5302791595459
40,Ensemblewatershed,SSL1,num_features=30,0.9766860949208993,26.658435106277466
41,Ensemblewatershed,SSL1,num_features=50,0.9733555370524563,26.925763368606567
42,watershed,SSL2,NA,0.9641666666666666,0.2878456115722656
43,IFT-SUM,SSL2,NA,0.9458333333333333,0.10157275199890137
44,RW,SSL2,beta=1.0,0.9108333333333334,0.02027153968811035
45,RW,SSL2,beta=3.0,0.9266666666666666,0.07310676574707031
46,RW,SSL2,beta=5.0,0.9033333333333333,0.025102615356445312
47,PW,SSL2,beta=1.0:k=1,0.9058333333333334,1.076146125793457
48,PW,SSL2,beta=1.0:k=3,0.865,2.046905994415283
49,PW,SSL2,beta=1.0:k=5,0.7966666666666666,2.5872161388397217
50,PW,SSL2,beta=1.0:k=10,0.7191666666666666,3.6737375259399414
51,PW,SSL2,beta=3.0:k=1,0.9058333333333334,1.0817866325378418
52,PW,SSL2,beta=3.0:k=3,0.8641666666666666,1.9607977867126465
53,PW,SSL2,beta=3.0:k=5,0.7916666666666666,2.6753463745117188
54,PW,SSL2,beta=3.0:k=10,0.72,3.736199378967285
55,PW,SSL2,beta=5.0:k=1,0.9058333333333334,1.1193790435791016
56,PW,SSL2,beta=5.0:k=3,0.8658333333333333,2.024228572845459
57,PW,SSL2,beta=5.0:k=5,0.8,2.56880521774292
58,PW,SSL2,beta=5.0:k=10,0.7175,3.705244302749634
59,SVM,SSL2,C=0.1,0.8,0.06558442115783691
60,SVM,SSL2,C=1.0,0.8666666666666667,0.06505012512207031
61,SVM,SSL2,C=3.0,0.9125,0.05643010139465332
62,1NN,SSL2,NA,0.9458333333333333,0.15691590309143066
63,RFC,SSL2,max_depth=3,0.8566666666666667,0.1473073959350586
