id,method,dataset,paramters,accuracy,time
0,watershed,SSL1,NA,0.9650291423813488,0.2595815658569336
1,IFT-SUM,SSL1,NA,0.9633638634471274,0.09081792831420898
2,RW,SSL1,beta=1.0,0.974188176519567,0.011319398880004883
3,RW,SSL1,beta=3.0,0.974188176519567,0.008925676345825195
4,RW,SSL1,beta=5.0,0.974188176519567,0.008986949920654297
5,PW,SSL1,beta=1.0:k=1,0.9750208159866778,0.9754555225372314
6,PW,SSL1,beta=1.0:k=3,0.951706910907577,1.3858673572540283
7,PW,SSL1,beta=1.0:k=5,0.9200666111573689,1.9181537628173828
8,PW,SSL1,beta=1.0:k=10,0.8692756036636137,2.3375892639160156
9,PW,SSL1,beta=3.0:k=1,0.9750208159866778,0.9667842388153076
10,PW,SSL1,beta=3.0:k=3,0.951706910907577,1.4234778881072998
11,PW,SSL1,beta=3.0:k=5,0.9184013322231473,1.8387031555175781
12,PW,SSL1,beta=3.0:k=10,0.8742714404662781,2.2185139656066895
13,PW,SSL1,beta=5.0:k=1,0.9750208159866778,0.9337046146392822
14,PW,SSL1,beta=5.0:k=3,0.9492089925062448,1.4601821899414062
15,PW,SSL1,beta=5.0:k=5,0.9192339716902581,1.9798989295959473
16,PW,SSL1,beta=5.0:k=10,0.8709408825978351,2.799687623977661
17,SVM,SSL1,C=0.1,0.5104079933388843,0.14120054244995117
18,SVM,SSL1,C=1.0,0.9267277268942548,0.1382157802581787
19,SVM,SSL1,C=3.0,0.9250624479600333,0.10688090324401855
20,1NN,SSL1,NA,0.9633638634471274,0.1566023826599121
21,RFC,SSL1,max_depth=3,0.9200666111573689,0.14623641967773438
22,RFC,SSL1,max_depth=4,0.9442131557035803,0.1607663631439209
23,RFC,SSL1,max_depth=5,0.951706910907577,0.1695711612701416
24,RFC,SSL1,max_depth=6,0.9442131557035803,0.18162918090820312
25,RFC,SSL1,max_depth=7,0.9492089925062448,0.18716955184936523
26,RFC,SSL1,max_depth=8,0.9492089925062448,0.19269108772277832
27,RFC,SSL1,max_depth=9,0.9567027477102414,0.1923370361328125
28,RFC,SSL1,max_depth=10,0.9500416319733556,0.19760560989379883
29,RFC,SSL1,max_depth=11,0.9475437135720233,0.19725680351257324
30,RFC,SSL1,max_depth=12,0.9525395503746877,0.19608283042907715
31,RFC,SSL1,max_depth=13,0.9492089925062448,0.19742918014526367
32,RFC,SSL1,max_depth=14,0.9500416319733556,0.19623684883117676
33,RFC,SSL1,max_depth=15,0.9542048293089093,0.19652986526489258
34,RFC,SSL1,max_depth=16,0.948376353039134,0.19708847999572754
35,RFC,SSL1,max_depth=17,0.9433805162364696,0.19537687301635742
36,RFC,SSL1,max_depth=18,0.9467110741049126,0.19690966606140137
37,RFC,SSL1,max_depth=19,0.9467110741049126,0.19314289093017578
38,RFC,SSL1,max_depth=20,0.9467110741049126,0.19765686988830566
39,Ensemblewatershed,SSL1,num_features=20,0.9725228975853455,26.576285123825073
40,Ensemblewatershed,SSL1,num_features=30,0.9733555370524563,26.611660957336426
41,Ensemblewatershed,SSL1,num_features=50,0.9716902581182348,27.08256983757019
42,watershed,SSL2,NA,0.9541666666666667,0.2824420928955078
