id,method,dataset,paramters,accuracy,time
0,watershed,SSL1,NA,0.9675270607826811,0.2556498050689697
1,IFT-SUM,SSL1,NA,0.9625312239800167,0.09085559844970703
2,RW,SSL1,beta=1.0,0.9825145711906744,0.011257171630859375
3,RW,SSL1,beta=3.0,0.9833472106577852,0.009199380874633789
4,RW,SSL1,beta=5.0,0.9833472106577852,0.009145259857177734
5,PW,SSL1,beta=1.0:k=1,0.9825145711906744,0.9762153625488281
6,PW,SSL1,beta=1.0:k=3,0.9400499583680266,1.4235937595367432
7,PW,SSL1,beta=1.0:k=5,0.9117402164862615,1.587083339691162
8,PW,SSL1,beta=1.0:k=10,0.8800999167360533,2.2082643508911133
9,PW,SSL1,beta=3.0:k=1,0.9825145711906744,0.9670314788818359
10,PW,SSL1,beta=3.0:k=3,0.9375520399666945,1.510058879852295
11,PW,SSL1,beta=3.0:k=5,0.9142381348875936,1.7714157104492188
12,PW,SSL1,beta=3.0:k=10,0.8792672772689425,2.469099521636963
13,PW,SSL1,beta=5.0:k=1,0.9825145711906744,0.9345388412475586
14,PW,SSL1,beta=5.0:k=3,0.9367194004995837,1.4833984375
15,PW,SSL1,beta=5.0:k=5,0.9109075770191507,1.6263940334320068
16,PW,SSL1,beta=5.0:k=10,0.8759367194004996,2.3819613456726074
17,SVM,SSL1,C=0.1,0.5104079933388843,0.141371488571167
18,SVM,SSL1,C=1.0,0.9017485428809325,0.13690471649169922
19,SVM,SSL1,C=3.0,0.9267277268942548,0.1037590503692627
20,1NN,SSL1,NA,0.9625312239800167,0.15877079963684082
21,RFC,SSL1,max_depth=3,0.9400499583680266,0.14723610877990723
22,RFC,SSL1,max_depth=4,0.9417152373022482,0.1614844799041748
23,RFC,SSL1,max_depth=5,0.9508742714404663,0.17155742645263672
24,RFC,SSL1,max_depth=6,0.9500416319733556,0.18068814277648926
25,RFC,SSL1,max_depth=7,0.9492089925062448,0.18772029876708984
26,RFC,SSL1,max_depth=8,0.9558701082431307,0.19293522834777832
27,RFC,SSL1,max_depth=9,0.9542048293089093,0.19266390800476074
28,RFC,SSL1,max_depth=10,0.9592006661115737,0.19737720489501953
29,RFC,SSL1,max_depth=11,0.9567027477102414,0.19494175910949707
30,RFC,SSL1,max_depth=12,0.9450457951706911,0.19485235214233398
31,RFC,SSL1,max_depth=13,0.9475437135720233,0.19427990913391113
32,RFC,SSL1,max_depth=14,0.9458784346378019,0.19748353958129883
